,CompoundScore,NegativeScore,NeutralScore,NewsOutlet,PositiveScore,Timestamp,Tweet,TweetAgo
137,0.5994,0.0,0.822,CBS,0.178,2018-03-01 09:36:21 AM,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",37
138,0.4939,0.0,0.849,CBS,0.151,2018-03-02 01:45:00 PM,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",38
139,0.7096,0.0,0.718,CBS,0.282,2018-03-02 03:30:01 PM,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",39
140,0.7096,0.0,0.753,CBS,0.247,2018-03-02 05:30:01 PM,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",40
141,0.0,0.0,1.0,CBS,0.0,2018-03-03 03:55:20 PM,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",41
142,0.4404,0.0,0.884,CBS,0.116,2018-03-04 03:05:26 AM,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",42
143,0.3818,0.0,0.833,CBS,0.167,2018-03-05 05:16:43 PM,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",43
144,0.6705,0.0,0.756,CBS,0.244,2018-03-06 01:10:59 PM,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",44
145,-0.2023,0.23,0.619,CBS,0.15,2018-03-07 01:39:10 PM,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",45
146,0.0,0.0,1.0,CBS,0.0,2018-03-07 12:06:02 PM,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",46
147,0.8625,0.0,0.664,CBS,0.336,2018-03-08 01:00:49 PM,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,47
148,0.4926,0.0,0.868,CBS,0.132,2018-03-08 12:03:04 PM,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,48
149,0.8658,0.0,0.553,CBS,0.447,2018-03-09 01:27:28 PM,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",49
150,0.4215,0.0,0.823,CBS,0.177,2018-03-09 04:10:21 PM,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",50
151,0.1275,0.092,0.795,CBS,0.113,2018-03-09 05:24:20 PM,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",51
152,0.4926,0.0,0.883,CBS,0.117,2018-03-09 05:48:26 PM,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,52
153,0.0,0.0,1.0,CBS,0.0,2018-03-09 11:02:27 AM,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,53
154,0.0,0.0,1.0,CBS,0.0,2018-03-11 08:20:43 PM,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",54
155,0.2244,0.0,0.917,CBS,0.083,2018-03-12 01:13:28 PM,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,55
156,0.3612,0.0,0.857,CBS,0.143,2018-03-13 01:48:52 PM,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",56
157,0.539,0.0,0.821,CBS,0.179,2018-03-13 09:15:10 AM,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",57
158,0.6696,0.0,0.781,CBS,0.219,2018-03-14 02:30:01 PM,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",58
159,0.6115,0.0,0.734,CBS,0.266,2018-03-15 09:32:16 AM,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,59
160,0.6514,0.0,0.806,CBS,0.194,2018-03-15 11:42:41 AM,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,60
161,-0.4939,0.157,0.766,CBS,0.077,2018-03-15 12:20:26 PM,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,61
162,0.7088,0.0,0.763,CBS,0.237,2018-03-15 12:54:06 PM,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",62
163,0.0,0.0,1.0,CBS,0.0,2018-03-16 01:15:53 PM,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",63
164,0.296,0.0,0.896,CBS,0.104,2018-03-16 05:53:21 PM,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,64
165,0.6514,0.0,0.822,CBS,0.178,2018-03-16 11:28:40 AM,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,65
166,0.0,0.0,1.0,CBS,0.0,2018-03-17 02:00:02 PM,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",66
167,0.7096,0.0,0.753,CBS,0.247,2018-03-17 09:00:03 AM,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,67
168,0.6166,0.0,0.839,CBS,0.161,2018-03-17 12:42:43 PM,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,68
169,0.6514,0.0,0.787,CBS,0.213,2018-03-18 01:05:43 PM,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,69
170,0.0,0.0,1.0,CBS,0.0,2018-03-18 06:44:30 PM,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,70
171,0.1867,0.0,0.92,CBS,0.08,2018-03-18 12:09:53 PM,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",71
172,0.7845,0.072,0.619,CBS,0.309,2018-03-19 04:02:26 PM,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…",72
173,0.5106,0.0,0.858,CBS,0.142,2018-03-20 03:00:01 PM,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,73
174,0.0,0.0,1.0,CBS,0.0,2018-03-20 11:11:00 AM,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",74
175,0.5562,0.0,0.826,CBS,0.174,2018-03-20 11:52:42 AM,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,75
176,0.0,0.0,1.0,CBS,0.0,2018-03-20 12:58:43 PM,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,76
177,0.0,0.0,1.0,CBS,0.0,2018-03-21 01:00:01 PM,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,77
178,0.636,0.0,0.802,CBS,0.198,2018-03-21 07:23:38 PM,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,78
179,0.7081,0.066,0.623,CBS,0.311,2018-03-22 03:52:02 PM,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,79
180,0.0,0.0,1.0,CBS,0.0,2018-03-22 05:10:29 PM,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,80
181,0.8997,0.0,0.645,CBS,0.355,2018-03-23 05:32:48 PM,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",81
182,0.4939,0.0,0.686,CBS,0.314,2018-03-23 05:33:04 PM,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,82
183,0.6996,0.0,0.806,CBS,0.194,2018-03-23 05:33:52 PM,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,83
184,0.0,0.0,1.0,CBS,0.0,2018-03-24 03:00:02 PM,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",84
185,0.9451,0.0,0.58,CBS,0.42,2018-03-24 05:21:23 PM,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,85
186,0.7184,0.0,0.667,CBS,0.333,2018-03-24 05:21:26 PM,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",86
187,0.0,0.0,1.0,CBS,0.0,2018-03-24 05:21:34 PM,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",87
188,0.0,0.0,1.0,CBS,0.0,2018-03-24 05:21:37 PM,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,88
189,0.7003,0.0,0.791,CBS,0.209,2018-03-24 05:25:03 PM,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",89
190,-0.34,0.185,0.7,CBS,0.115,2018-03-24 05:46:43 PM,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,90
191,0.5399,0.0,0.801,CBS,0.199,2018-03-24 05:46:53 PM,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,91
192,0.0,0.0,1.0,CBS,0.0,2018-03-25 06:57:34 PM,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,92
193,0.5319,0.062,0.78,CBS,0.157,2018-03-25 12:15:25 PM,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,93
194,0.0,0.0,1.0,CBS,0.0,2018-03-26 03:42:48 PM,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",94
195,0.508,0.0,0.88,CBS,0.12,2018-03-26 05:14:25 PM,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",95
196,0.807,0.0,0.622,CBS,0.378,2018-03-26 11:05:18 AM,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",96
197,0.7959,0.0,0.786,CBS,0.214,2018-03-26 11:59:19 AM,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,97
198,0.3818,0.108,0.68,CBS,0.212,2018-03-27 04:00:01 PM,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,98
199,0.296,0.0,0.901,CBS,0.099,2018-03-27 12:00:00 PM,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,99
200,0.2023,0.0,0.843,CNN,0.157,2018-03-27 09:01:03 PM,"Progressives, states and civil rights advocates are preparing a flurry of legal challenges to the Trump administrat… https://t.co/COBpw3wtor",0
201,0.0,0.0,1.0,CNN,0.0,2018-03-27 09:02:53 PM,"RT @AC360: As his administration doubles down on building a border wall, President Trump suggests the US military may foot the bill https:/…",1
202,-0.7906,0.292,0.708,CNN,0.0,2018-03-27 09:08:05 PM,"Larry Nassar's former boss at Michigan State University used his power to sexually assault, harass, and solicit nud… https://t.co/X7BiNzGTGV",2
203,0.0,0.0,1.0,CNN,0.0,2018-03-27 09:15:52 PM,RT @CNNTonight: The White House defends President Trump's silence on allegations leveled against him by Stormy Daniels https://t.co/xPKWwph…,3
204,0.0,0.0,1.0,CNN,0.0,2018-03-27 09:16:06 PM,"Actor Sean Penn smoked a cigarette during an interview on ""The Late Show With Stephen Colbert,"" and viewers had a s… https://t.co/DYMvSOouIc",4
205,-0.5267,0.139,0.861,CNN,0.0,2018-03-27 09:20:30 PM,"Sean Penn, who has done work in Haiti for years, says he felt ""deep hurt"" following the controversy over Pres. Trum… https://t.co/jkTdsZtERk",5
206,0.0,0.0,1.0,CNN,0.0,2018-03-27 09:23:04 PM,President Trump has privately floated the idea of funding construction of a border wall with Mexico through the US… https://t.co/OVJnG1Arkl,6
207,-0.1531,0.078,0.922,CNN,0.0,2018-03-27 09:26:05 PM,"An Ohio fertility clinic says more than 4,000 eggs and embryos were affected by a freezer malfunction, double the n… https://t.co/2kUalNEtFo",7
208,-0.5574,0.205,0.795,CNN,0.0,2018-03-27 09:31:02 PM,"Prince had a ""exceedingly high"" concentration of fentanyl in his body when he died https://t.co/xzXGWvrqky https://t.co/5CBfqJYBNs",8
209,-0.296,0.115,0.885,CNN,0.0,2018-03-27 09:31:54 PM,"Walmart says it will stop selling Cosmopolitan magazine in checkout lines 

The National Center on Sexual Exploitat… https://t.co/oJWSfJKGk2",9
210,0.4939,0.0,0.814,CNN,0.186,2018-03-27 09:34:40 PM,Former Disney Channel star Caroline Sunshine is joining the White House press team https://t.co/rOYDj2tPs1 https://t.co/xamwbkWP7h,10
211,0.0,0.0,1.0,CNN,0.0,2018-03-27 09:39:04 PM,11 reasons (besides the NCAA Final Four) to visit San Antonio https://t.co/1YGqpmrZKz via @CNNTravel https://t.co/Vi45YehYXR,11
212,0.0,0.0,1.0,CNN,0.0,2018-03-27 09:46:06 PM,"Waymo and Jaguar unveil a self-driving, electric SUV https://t.co/DTylJKCuML https://t.co/2aD3JXwfGM",12
213,0.5574,0.0,0.753,CNN,0.247,2018-03-27 10:01:06 PM,"Wall Street bonuses soar 17% to an average of $184,200 https://t.co/qlOQGfehL8 https://t.co/1bw7FWYwwl",13
214,-0.1531,0.078,0.922,CNN,0.0,2018-03-27 10:10:02 PM,"An Ohio fertility clinic says more than 4,000 eggs and embryos were affected by a freezer malfunction, double the n… https://t.co/0EZ5F2Ua6p",14
215,-0.4522,0.135,0.865,CNN,0.0,2018-03-27 10:16:04 PM,Blue states are far more likely to lose money and power over Census citizenship question | Analysis by CNN's Harry… https://t.co/13EWDxnd6X,15
216,-0.34,0.107,0.893,CNN,0.0,2018-03-27 10:31:06 PM,England's health agency is warning parents to be aware of the signs and symptoms of scarlet fever as infections con… https://t.co/vKJ6QOKqmv,16
217,0.0,0.0,1.0,CNN,0.0,2018-03-27 10:46:03 PM,Democrats may already be 35% of the way to a House majority https://t.co/Ya3cFVnqud | Analysis by Harry Enten https://t.co/PKanQAjkpg,17
218,-0.4404,0.146,0.854,CNN,0.0,2018-03-27 11:16:02 PM,"Facebook's stock has plunged 18% amid its data scandal, wiping out nearly $80 billion in market value… https://t.co/qm59i14Pq0",18
219,0.806,0.0,0.697,CNN,0.303,2018-03-27 11:31:45 PM,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/4pvJGbpw9J",19
220,-0.2732,0.11,0.89,CNN,0.0,2018-03-27 11:46:00 PM,Apple co-founder Steve Jobs warned about privacy issues in tech at a conference in 2010. Facebook's Mark Zuckerberg… https://t.co/z4A3NW8cBb,20
221,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:01:35 AM,A 21-year-old journalist is making headlines in Pakistan by becoming the country's first transgender news anchor… https://t.co/4N5Fgz2grz,21
222,-0.7845,0.361,0.639,CNN,0.0,2018-03-28 01:08:02 PM,A lawsuit that accuses President Trump of taking illegal gifts from foreign governments through his family's busine… https://t.co/SXASep2Xru,22
223,0.2732,0.0,0.792,CNN,0.208,2018-03-28 01:16:05 AM,Presidential misspellings create a spike in dictionary searches https://t.co/22k30o3GBt https://t.co/k8l11vyghZ,23
224,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:17:46 PM,"Sarah Sanders holds the White House press briefing. Watch CNN: https://t.co/UYpqI3w42L

Follow live updates:… https://t.co/vBDGbXTzAz",24
225,0.1027,0.0,0.928,CNN,0.072,2018-03-28 01:21:08 PM,The Academy of Motion Picture Arts and Sciences has cleared its president of an allegation of sexual harassment… https://t.co/3XKpRdI5lG,25
226,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:26:06 AM,The US and South Korea are striking a new trade deal. Here's what you need to know https://t.co/abSgyPxnfK https://t.co/hkGt5hMX5G,26
227,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:31:06 AM,Researchers have detailed the structure and distribution of spaces in your body that they say represent a newfound… https://t.co/ssGm7w96WZ,27
228,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:34:24 PM,President Trump says on Twitter that Chinese President Xi Jinping told him that his meeting with North Korean dicta… https://t.co/lZWjNbrGgO,28
229,-0.5719,0.252,0.748,CNN,0.0,2018-03-28 01:34:38 AM,"Surrounded by hawks, Mattis digs in amid Trump admin chaos https://t.co/hzo5tqVEiB https://t.co/zpMK8cs323",29
230,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:47:53 PM,"China's military put on a show of force in the South China Sea, new satellite images show, with drills at sea and i… https://t.co/N85diPGDYY",30
231,-0.6369,0.189,0.811,CNN,0.0,2018-03-28 01:49:05 PM,Asked about the President's reaction after Louisiana's decision not to charge the officers who fatally shot Alton S… https://t.co/QQTKf6os8i,31
232,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:51:01 AM,Playboy says it's leaving Facebook over the social network's handling of user data https://t.co/x6XaykSzz7 https://t.co/4q6JtV8x52,32
233,0.0,0.0,1.0,CNN,0.0,2018-03-28 01:53:35 PM,RT @CNNPolitics: White House press secretary Sarah Sanders deflects a question about a New York Times report that Trump’s lawyer John Dowd…,33
234,-0.1779,0.124,0.737,CNN,0.138,2018-03-28 01:54:59 PM,White House press secretary Sarah Sanders: “We've put out a number of solutions to fix the DACA problem. Democrats… https://t.co/O7nnEV5sJO,34
235,0.128,0.0,0.894,CNN,0.106,2018-03-28 01:57:56 PM,"RT @CNNPolitics: Sarah Sanders says specific instances of the police using deadly force are a ""local matter"" but that they want to make sur…",35
236,0.0,0.0,1.0,CNN,0.0,2018-03-28 02:01:48 PM,Ireland will hold a referendum on May 25 on whether abortion should be legalized https://t.co/mrdrnzvUu8,36
237,0.0772,0.0,0.933,CNN,0.067,2018-03-28 02:05:40 PM,"RT @CNNnewsroom: Perhaps President Trump is secretly thinking, 'I want [Michael Avenatti] as my lawyer'"" - constitutional attorney Page Pat…",37
238,0.4939,0.0,0.814,CNN,0.186,2018-03-28 02:08:07 AM,Former Disney Channel star Caroline Sunshine is joining the White House press team https://t.co/0xzzdpWBda https://t.co/gWIWjBsubx,38
239,0.296,0.0,0.891,CNN,0.109,2018-03-28 02:11:16 PM,"President Trump's lawyer John Dowd floated the idea of presidential pardons for Paul Manafort and Michael Flynn, Th… https://t.co/KByVdSCtVj",39
240,0.34,0.0,0.87,CNN,0.13,2018-03-28 02:26:34 PM,"13,000-year-old footprints were found off the coast of a Canadian island, giving researchers insight into life duri… https://t.co/bJEFqwFXAk",40
241,0.2732,0.0,0.792,CNN,0.208,2018-03-28 02:31:15 AM,Presidential misspellings create a spike in dictionary searches https://t.co/CWxTXMgWoo https://t.co/AqUYEPwHrg,41
242,-0.296,0.196,0.804,CNN,0.0,2018-03-28 02:37:33 PM,Why Trump country is worried about Trump's tariffs https://t.co/mJZHMYxLYj https://t.co/JYL14Rea3j,42
243,0.3818,0.0,0.729,CNN,0.271,2018-03-28 02:53:07 AM,Stunning photos capture Egypt's ancient underworld https://t.co/3OMXtOdOET https://t.co/vBslFULrey,43
244,0.2732,0.0,0.851,CNN,0.149,2018-03-28 02:58:00 AM,North Korea's Kim Jong Un just made a surprise visit to China https://t.co/D2VD2c5dN2 https://t.co/FOEYnpHa72,44
245,0.0,0.0,1.0,CNN,0.0,2018-03-28 03:14:15 AM,4 things to know about your cryptocurrency at tax time https://t.co/EhtSCOrgWI https://t.co/Cd45ZpYxu4,45
246,0.34,0.0,0.862,CNN,0.138,2018-03-28 03:24:57 AM,This blue diamond is going on sale for the first time in its history https://t.co/8ydJZDBC2J https://t.co/c5TF5Foxsh,46
247,0.4019,0.0,0.816,CNN,0.184,2018-03-28 03:35:48 AM,"Yes, a sitting president can be indicted, says former acting solicitor general https://t.co/AZRaJFJcYq https://t.co/rpNLic19yy",47
248,-0.4019,0.231,0.769,CNN,0.0,2018-03-28 03:47:03 AM,An unheard-of problem: The President can't find a lawyer https://t.co/tDqNcNZIXC https://t.co/sjFxqLrgxf,48
249,-0.0772,0.08,0.854,CNN,0.065,2018-03-28 03:58:04 AM,The number of eggs and embryos affected by a fertility clinic freezer malfunction has doubled -- and it's unlikely… https://t.co/LQDnznSqlq,49
250,-0.5106,0.171,0.829,CNN,0.0,2018-03-28 04:18:28 AM,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/HUIQ3Vj4cv",50
251,0.4215,0.0,0.882,CNN,0.118,2018-03-28 04:29:49 AM,Next month comes the true test: When Kim Jong Un meets with South Korean leader Moon Jae-in and US President Donald… https://t.co/r9sboOiaIH,51
252,0.0772,0.0,0.942,CNN,0.058,2018-03-28 04:41:32 AM,The census is the basis for the number of representatives each state gets in the House of Representatives and how b… https://t.co/I7ijmYVcSb,52
253,0.3384,0.0,0.888,CNN,0.112,2018-03-28 04:52:44 AM,This $200 billion solar power project in Saudi Arabia would generate far more energy than any existing solar project https://t.co/k8H2l20Al2,53
254,0.3612,0.0,0.878,CNN,0.122,2018-03-28 05:02:08 AM,This is what life is like for would-be immigrants to the US from Mexico and Central America https://t.co/ZuKO2IJOqv https://t.co/bXqCKMBluJ,54
255,-0.4215,0.28,0.591,CNN,0.129,2018-03-28 05:16:07 AM,Facebook has lost $80 billion in market value since its data scandal https://t.co/pwtYufwwLh https://t.co/R7L4L5SzIC,55
256,0.1027,0.14,0.7,CNN,0.16,2018-03-28 05:49:31 AM,RT @cnni: Mourners clutching umbrellas line the streets of Paris today to honor him #HommageNational https://t.co/aAxDeAkV6u,56
257,0.5574,0.0,0.825,CNN,0.175,2018-03-28 06:04:53 AM,"For the second time this term, the Supreme Court will take up the issue of partisan gerrymandering… https://t.co/FgxCKGvmf8",57
258,-0.4019,0.184,0.816,CNN,0.0,2018-03-28 06:15:22 AM,Two states where Democrats are looking for a wave to crash in November https://t.co/NvyGVqMacK,58
259,0.296,0.0,0.891,CNN,0.109,2018-03-28 06:25:33 AM,Not all of California opposes President Donald Trump's immigration policies: Orange County has voted to join the fe… https://t.co/1cOjyCcNvm,59
260,-0.802,0.34,0.66,CNN,0.0,2018-03-28 06:35:45 AM,"Yesterday, Sacramento residents voiced their outrage over Stephon Clark's shooting death, causing a city council me… https://t.co/1H5MvdPsSt",60
261,-0.4019,0.231,0.769,CNN,0.0,2018-03-28 06:46:03 AM,An unheard-of problem: The President can't find a lawyer https://t.co/5b8ZDhUgJh https://t.co/l0Q9dGmYI5,61
262,-0.34,0.244,0.595,CNN,0.161,2018-03-28 06:56:15 AM,The UK's biggest left-wing party is mired in an antisemitism crisis https://t.co/5E7sGUcAms,62
263,0.0,0.0,1.0,CNN,0.0,2018-03-28 07:07:09 AM,China throws Trump a curveball ahead of his meeting with Kim https://t.co/l7oSpihm9g,63
264,0.0,0.0,1.0,CNN,0.0,2018-03-28 07:18:08 AM,A citizenship question on the 2020 Census could prompt a blank response from non-citizens https://t.co/UWVTK1QP2c https://t.co/QIB4wkq2Ry,64
265,0.0,0.0,1.0,CNN,0.0,2018-03-28 07:29:39 AM,Stormy Daniels' attorney has filed a motion in federal court seeking to depose President Donald Trump and his lawye… https://t.co/kshk7QvYq8,65
266,-0.5106,0.171,0.829,CNN,0.0,2018-03-28 07:41:05 AM,"All 22 Democratic and Republican female senators have written a letter expressing their ""deep disappointment"" in th… https://t.co/UYuQYgCm1t",66
267,0.0,0.0,1.0,CNN,0.0,2018-03-28 07:52:25 AM,"Sen. John McCain is penning ""his most personal book in years"" that will offer ""his no-holds-barred opinions on the… https://t.co/IpyMM8t0E9",67
268,-0.4588,0.143,0.857,CNN,0.0,2018-03-28 08:04:28 AM,Facebook isn't the only big internet business whose stock is taking a beating — China's biggest tech stock is getti… https://t.co/1tIMEEB5qI,68
269,0.4215,0.0,0.781,CNN,0.219,2018-03-28 08:16:02 AM,Facebook is making its privacy settings easier to find https://t.co/SCyngOIRup https://t.co/HLTAddbhgn,69
270,-0.4019,0.197,0.803,CNN,0.0,2018-03-28 08:27:16 AM,Here's an unheard-of problem: The US President can't find a laywer https://t.co/UTnhdFZ3yj https://t.co/rDX2NTATUQ,70
271,0.0,0.0,1.0,CNN,0.0,2018-03-28 08:38:58 AM,"The internet is burning with theories about ""Bite-gate"" after Tiffany Haddish said an actress bit Beyoncé last Dece… https://t.co/BPNAjJHFFp",71
272,-0.7579,0.289,0.711,CNN,0.0,2018-03-28 08:51:17 AM,Two designers of a massive waterslide in Kansas have been charged with second-degree murder in connection with the… https://t.co/SujkSD20zo,72
273,0.0,0.0,1.0,CNN,0.0,2018-03-28 09:04:15 AM,A data-crunching firm co-founded by Facebook board member Peter Thiel is investigating links between one of its emp… https://t.co/X3tVZjl0OC,73
274,0.34,0.0,0.888,CNN,0.112,2018-03-28 09:16:30 AM,"Former sheriff Joe Arpaio suggested that he would, if elected to the Senate, revive the debunked ""birther"" claim th… https://t.co/3DH2q0N76n",74
275,0.0,0.0,1.0,CNN,0.0,2018-03-28 09:32:23 AM,Of course Trump was going to seize on the far-fetched Second Amendment repeal idea | Analysis by @zbyronwolf https://t.co/LfQhvCLmCn,75
276,0.4215,0.157,0.602,CNN,0.241,2018-03-28 09:42:43 AM,"Restaurant partnerships with third parties like GrubHub and Uber Eats come with serious risks, including shrinking… https://t.co/N56AFeexmv",76
