,CompoundScore,NegativeScore,NeutralScore,NewsOutlet,PositiveScore,Timestamp,Tweet,TweetAgo
277,0.0,0.0,1.0,CNN,0.0,2018-03-28 09:50:00 AM,CNN's Anderson Cooper will host a town hall with former FBI Director James Comey on April 25 https://t.co/6ggD8uNOTw https://t.co/rlGXRvofuu,77
278,0.0,0.0,1.0,CNN,0.0,2018-03-28 10:01:14 AM,Former Sen. Rick Santorum says he misspoke earlier this week when suggesting that students should learn CPR instead… https://t.co/pxqONULrqK,78
279,-0.128,0.07,0.93,CNN,0.0,2018-03-28 10:15:22 AM,"Here are some of the things US taxpayers are getting for their $700 billion military budget:
-F-35 Joint Strike Fig… https://t.co/cos7DJW790",79
280,0.7184,0.0,0.714,CNN,0.286,2018-03-28 10:23:04 AM,The amazing turnaround for BlackBerry continues: Shares were up early Wednesday after the company reported earnings… https://t.co/Fve8YzCdOn,80
281,0.0,0.0,1.0,CNN,0.0,2018-03-28 10:33:58 AM,"Australia just released its report on an investigation into mesh implants that left some women with ""rotting pelvis… https://t.co/SiUOmyOiY6",81
282,0.25,0.0,0.917,CNN,0.083,2018-03-28 10:42:17 AM,"As the Stormy Daniels saga plays out in the news, Trump hasn't held a public event at the White House all week, and… https://t.co/x7rJ4VexWW",82
283,0.0,0.0,1.0,CNN,0.0,2018-03-28 10:50:10 AM,"Planned Parenthood is facing a backlash after one of its branches tweeted, and then deleted, a post suggesting Disn… https://t.co/18BAjdclrA",83
284,-0.34,0.13,0.87,CNN,0.0,2018-03-28 11:02:13 AM,Officials are opening an arson investigation into a fire that began Monday at Joshua Tree National Park… https://t.co/f2Hae37YfK,84
285,-0.5574,0.159,0.841,CNN,0.0,2018-03-28 11:16:20 AM,A New York City lawmaker has introduced a bill that would make it illegal for businesses to email or instant messag… https://t.co/wUHqQmh8yw,85
286,0.4939,0.0,0.814,CNN,0.186,2018-03-28 11:26:15 AM,Former Disney Channel star Caroline Sunshine is joining the White House press team https://t.co/74OVxcGGqy https://t.co/EpV2rUWHIM,86
287,0.0,0.0,1.0,CNN,0.0,2018-03-28 11:39:30 AM,This 21-year-old journalist is Pakistan's first transgender news anchor https://t.co/SKTfuDvGE4 https://t.co/4Fwpgnvaf2,87
288,0.4215,0.0,0.865,CNN,0.135,2018-03-28 11:50:12 AM,"The first meeting of Trump's school safety commission, formed after the Parkland school shooting, will not be open… https://t.co/MxlHWRwbLn",88
289,0.2732,0.0,0.9,CNN,0.1,2018-03-28 12:01:00 AM,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/1QpomqEwNc",89
290,-0.2732,0.116,0.884,CNN,0.0,2018-03-28 12:02:02 PM,A Pennsylvania judge threw out involuntary manslaughter charges against 11 members of a Penn State fraternity in th… https://t.co/XoBKqZRHvf,90
291,0.1779,0.1,0.769,CNN,0.131,2018-03-28 12:16:04 AM,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/cJ3fWyLp4y",91
292,0.0,0.0,1.0,CNN,0.0,2018-03-28 12:16:26 PM,Here's how to file for an extension on your 2017 taxes https://t.co/kcrFFyLZrw,92
293,0.0,0.0,1.0,CNN,0.0,2018-03-28 12:29:31 PM,"Donations to the NRA tripled in the weeks after the February 14 school shooting in Parkland, Florida https://t.co/UjFiYo7Goz",93
294,0.3818,0.0,0.729,CNN,0.271,2018-03-28 12:31:06 AM,Stunning photos capture Egypt's ancient underworld https://t.co/dGrCOQxEex https://t.co/AqKFFSZOCe,94
295,0.1531,0.0,0.918,CNN,0.082,2018-03-28 12:43:37 PM,A Democratic candidate challenging Rep. Devin Nunes in California took in more than $1 million in the first quarter… https://t.co/LjKe92qgbw,95
296,0.0,0.0,1.0,CNN,0.0,2018-03-28 12:46:05 AM,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/DF4Vieqlpa,96
297,-0.4767,0.205,0.795,CNN,0.0,2018-03-28 12:48:33 AM,"Venezuela's health system is in worse condition than expected, according to survey https://t.co/xuW8v8XGtO",97
298,0.0,0.0,1.0,CNN,0.0,2018-03-28 12:57:38 PM,The first case of super-resistant gonorrhea has been reported in the UK https://t.co/GOja5c0gMM https://t.co/UUx3RLYVid,98
299,0.0,0.0,1.0,CNN,0.0,2018-03-28 12:58:19 AM,"A sitting president can be indicted, says former acting solicitor general https://t.co/XojbRcKMcu https://t.co/rCeyhapvqg",99
300,0.0,0.0,1.0,Fox,0.0,2018-03-28 01:11:49 PM,WATCH: @PressSec Sarah Sanders holds @WhiteHouse briefing. https://t.co/gIkWDO6mtg,0
301,-0.4404,0.282,0.588,Fox,0.129,2018-03-28 01:18:24 PM,".@PressSec: “According to market watch, hiring is strong, unemployment is low, and recent tax cuts are putting more… https://t.co/mAUmwgxFNW",1
302,0.5719,0.0,0.821,Fox,0.179,2018-03-28 01:21:23 PM,".@PressSec: “Following on the success of tax reform, infrastructure is the next piece of the president’s successful… https://t.co/MsC6NjCAnT",2
303,0.3818,0.0,0.833,Fox,0.167,2018-03-28 01:34:14 PM,.@PressSec: “Certainly we want to make sure that all law enforcement is carrying out the letter of the law.” https://t.co/Xfz1l0JFxB,3
304,0.5994,0.0,0.795,Fox,0.205,2018-03-28 01:38:47 PM,".@PressSec on North Korea: “We’re going to be cautiously optimistic, but we feel like things are moving in the righ… https://t.co/VGEmz7BLOg",4
305,0.0,0.0,1.0,Fox,0.0,2018-03-28 01:42:18 PM,.@PressSec on the 2020 census citizenship question: “The goal is to have data that we can use for specific things.” https://t.co/bETu1MlNOF,5
306,0.0,0.0,1.0,Fox,0.0,2018-03-28 01:50:58 PM,".@jmpalmieri on 2016 election: ""We ran [@HillaryClinton] as the female facsimile of the qualities we look for in a… https://t.co/XY0nSpFZeR",6
307,0.3612,0.0,0.857,Fox,0.143,2018-03-28 01:55:02 PM,"Adm. Robert Natter on denuclearizing NoKo: ""We've got long-standing relationships with nations like Japan...we have… https://t.co/4Q5FMGcRq8",7
308,0.0,0.0,1.0,Fox,0.0,2018-03-28 01:57:49 PM,"Adm. Robert Natter on denuclearizing NoKo: ""The reality is that both sides have to sit down and we need to get clea… https://t.co/3Yy4WJPqly",8
309,0.0,0.0,1.0,Fox,0.0,2018-03-28 01:58:55 PM,.@marcthiessen: @realDonaldTrump Must Look Kim 'In the Eye' and Show He's Different From His Predecessors https://t.co/4AGOzpqn6A,9
310,-0.6249,0.17,0.83,Fox,0.0,2018-03-28 02:04:23 PM,"Scott Gottlieb on opioid crisis: ""If you go back 15 years ago, we didn't recognize how addictive these products cou… https://t.co/VUoz7OWouJ",10
311,0.0,0.0,1.0,Fox,0.0,2018-03-28 02:08:48 PM,"Menendez kicks off re-election bid, slams Trump on immigration https://t.co/rfEeEigw7V",11
312,-0.7269,0.337,0.663,Fox,0.0,2018-03-28 02:13:59 PM,Donations Pour in for Rifle Team After School District Rejects NRA's 'Dirty Money' https://t.co/rf9gi0WpSh,12
313,0.0,0.0,1.0,Fox,0.0,2018-03-28 02:18:38 PM,Driver hits 5 people in San Francisco; 4 in life-threatening condition https://t.co/r8LQDk8aYm,13
314,-0.5574,0.231,0.769,Fox,0.0,2018-03-28 02:27:55 PM,"DOJ Inspector General investigates alleged FISA abuses by DOJ, FBI - via @brookefoxnews

https://t.co/I6X1UxpkK7",14
315,-0.34,0.13,0.87,Fox,0.0,2018-03-28 03:58:57 AM,".@GiannoCaldwell on gun control: ""People are literally stripping away protection for their own lives, that's litera… https://t.co/bFjzlhhgtk",15
316,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:00:16 AM,Chemical spill at Chicago-area medical clinic sends at least 15 to hospital https://t.co/v6yADNcpvx,16
317,-0.8658,0.474,0.402,Fox,0.124,2018-03-28 04:02:11 AM,Illegal immigrant cop killer smirks at death sentence-- and victims’ families grin back https://t.co/t08Kd57vA0,17
318,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:07:48 AM,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/uxNcIeSeEE https://t.co/4aaBlbEFsL",18
319,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:09:22 AM,The Latest: North's TV reports on Kim meeting without images https://t.co/bzRn9LGRpl,19
320,-0.3612,0.217,0.783,Fox,0.0,2018-03-28 04:12:35 AM,Thousands attend NYC firefighter Lt. Michael Davidson's funeral https://t.co/jK82bIkPFx https://t.co/n5hJj4Rdzp,20
321,-0.0516,0.155,0.704,Fox,0.141,2018-03-28 04:15:14 AM,"Granted liquor license, Utah ax-throwing venue has no ax to grind https://t.co/Be10is9XEg",21
322,-0.6908,0.368,0.552,Fox,0.08,2018-03-28 04:18:17 AM,Gun groups to challenge #Trump administration on bump stock ban https://t.co/6JLFMCs8bn https://t.co/fdjMWfeLXg,22
323,0.5574,0.0,0.813,Fox,0.187,2018-03-28 04:24:05 AM,"Gordon Chang on meeting between China and North Korea: ""It's important for the United States to push China off to t… https://t.co/baxrRaFHpZ",23
324,-0.9231,0.526,0.474,Fox,0.0,2018-03-28 04:28:10 AM,Woman warns pet owners about poisonous 'Death Angel' mushrooms after 2 dogs found dead in backyard https://t.co/vFtfdPVgZG,24
325,0.7096,0.0,0.629,Fox,0.371,2018-03-28 04:30:17 AM,"Democrat using Tinder -- in hopes of attracting voters, not dates https://t.co/039t1eDGJn",25
326,-0.2263,0.128,0.872,Fox,0.0,2018-03-28 04:34:35 AM,"Protesters for Stephon Clark disrupt Sacramento City Council meeting, march to arena https://t.co/YkP3Zb1qiW https://t.co/8KGfJh15gG",26
327,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:36:05 AM,Family's pet cat returns home 2 days after they thought they buried him https://t.co/kwYT6uEQ9q,27
328,-0.296,0.167,0.833,Fox,0.0,2018-03-28 04:38:04 AM,Remains found in Arizona farm field ID'd as missing 10-year-old boy https://t.co/XOottYUgRu,28
329,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:42:05 AM,"Sportswear company debuts yoga pants with pockets for guns, knives https://t.co/Bd69rSrwxM",29
330,0.296,0.0,0.864,Fox,0.136,2018-03-28 04:44:48 AM,"In wild California Democratic primary, candidate sues over rivals' ballot entries, candidates eased out https://t.co/XI0lVoB0lE",30
331,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:47:42 AM,"Man says prayer before breaking into NYC store, police say https://t.co/ADgNveRmHX",31
332,0.0,0.0,1.0,Fox,0.0,2018-03-28 04:57:09 AM,"""The Constitution says you can remain silent.""

@Judgenap comments on the citizenship question in the 2020 census.… https://t.co/OPm38awn7P",32
333,0.5719,0.0,0.764,Fox,0.236,2018-03-28 04:58:00 AM,Canadian 18-year-old wins $1G a week for life after buying first lotto ticket https://t.co/kSch20cLIJ,33
334,-0.7506,0.348,0.652,Fox,0.0,2018-03-28 05:00:26 AM,"Marlene Dietrich's grandson addresses rumors about her private life, denies she died a recluse https://t.co/PndiviXFtP",34
335,-0.34,0.211,0.789,Fox,0.0,2018-03-28 05:05:29 AM,Dodgers-Angels spring training finale halted by foul-smelling sewage leak https://t.co/nmhAHzuT4i,35
336,0.0,0.0,1.0,Fox,0.0,2018-03-28 05:07:52 AM,.@marcthiessen: #Trump's cabinet is not supposed to be a 'check' on him -- That's not how democracy works https://t.co/EJiggiwJU6,36
337,0.7906,0.0,0.588,Fox,0.412,2018-03-28 05:10:27 AM,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/PE13PgJSin,37
338,-0.5267,0.271,0.625,Fox,0.104,2018-03-28 05:13:55 AM,'Violent deportee' reportedly escapes ICE custody at JFK airport https://t.co/J23G3k9hqM https://t.co/uEBd69Pt1R,38
339,0.0,0.0,1.0,Fox,0.0,2018-03-28 05:16:27 AM,"#Trump kicks out Russians, but media focus on other controversies https://t.co/8MhxrNBHoc",39
340,0.0772,0.0,0.933,Fox,0.067,2018-03-28 05:29:06 AM,"""This comes down to public safety.""

Orange County supervisor Michelle Steel comments on her vote to challenge sanc… https://t.co/S598BtBjKP",40
341,0.4019,0.0,0.803,Fox,0.197,2018-03-28 05:34:02 AM,#Trump tweets support of Second Amendment after Stevens' call for repeal https://t.co/K7cJrRDB3u,41
342,0.0,0.0,1.0,Fox,0.0,2018-03-28 05:38:59 AM,.@TomiLahren on @foxandfriends: You’d be surprised...just how many conservatives and Americans live in California t… https://t.co/WIl4BuMYIK,42
343,-0.5574,0.175,0.825,Fox,0.0,2018-03-28 05:44:26 AM,".@TomiLahren on @foxandfriends: “There are a lot of areas here that, of course, believe in shielding illegal immigr… https://t.co/WId0urjmeZ",43
344,0.0772,0.0,0.909,Fox,0.091,2018-03-28 05:47:07 AM,.@TomiLahren on @foxandfriends: “A lot of Californians here want to see Americans first.” https://t.co/PjEjVDOSHh,44
345,0.0,0.0,1.0,Fox,0.0,2018-03-28 05:50:59 AM,.@TomiLahren on @foxandfriends: “Imagine this...If Democrats wanted to regulate our borders even half as much as th… https://t.co/Cqy3D3gNxw,45
346,0.0,0.0,1.0,Fox,0.0,2018-03-28 06:05:43 AM,.@POTUS responds to Kim Jong Un-Xi Jinping meeting https://t.co/LCMdcACU6w,46
347,0.0,0.0,1.0,Fox,0.0,2018-03-28 06:10:43 AM,.@Walmart to remove Cosmopolitan magazine from checkout lines https://t.co/mwfFO3AB0W,47
348,0.0,0.0,1.0,Fox,0.0,2018-03-28 06:19:34 AM,"Facing backlash, California county rescinds homeless shelter plan https://t.co/cEXUjTrF3J",48
349,0.0,0.0,1.0,Fox,0.0,2018-03-28 06:31:46 AM,.@NYAutoShow: 2019 Toyota Rav4 embraces its truck side https://t.co/E4WLbW8rrx,49
350,-0.6705,0.243,0.757,Fox,0.0,2018-03-28 06:31:59 AM,Wisconsin grain silo avalanche that killed father and son is commonplace on US farms https://t.co/r1eSTuRbHA,50
351,0.2263,0.225,0.449,Fox,0.326,2018-03-28 06:36:17 AM,Farrakhan supporters plan @WhiteHouse protest https://t.co/XPWL2NvIo6,51
352,0.0,0.0,1.0,Fox,0.0,2018-03-28 06:46:59 AM,.@michellemalkin on 2020 census to include citizenship question @foxandfriends https://t.co/sm25stn9jK,52
353,0.8074,0.159,0.308,Fox,0.533,2018-03-28 06:53:48 AM,Slain French attack hero honored with grand national tribute https://t.co/CuCdMSeEfH,53
354,0.4939,0.0,0.775,Fox,0.225,2018-03-28 07:04:33 AM,RT @FoxBusiness: Poland signs $4.75 billion agreement for Patriot Missile system https://t.co/3dDg0WgTqw,54
355,-0.2263,0.128,0.872,Fox,0.0,2018-03-28 07:15:17 AM,"Protesters for Stephon Clark disrupt Sacramento City Council meeting, march to arena https://t.co/YkP3Zb1qiW https://t.co/XdxoKnzK8v",55
356,0.296,0.0,0.864,Fox,0.136,2018-03-28 07:29:55 AM,Graham Allen: “Our rights and our freedoms as Americans are not up for debate.” https://t.co/AaXj8wLDuv,56
357,0.5574,0.0,0.739,Fox,0.261,2018-03-28 07:34:18 AM,.@TomiLahren on Sanctuary Showdown: 'You'd Be Surprised' How Many in CA Support 'America First' https://t.co/In5aQTQz9K,57
358,0.4215,0.0,0.872,Fox,0.128,2018-03-28 07:38:31 AM,".@statedeptspox: “The United States looks forward to sitting down and having a talk with Kim Jong Un, about the fut… https://t.co/5yrWbLWeHu",58
359,0.2235,0.0,0.918,Fox,0.082,2018-03-28 07:45:33 AM,.@statedeptspox: “That Iran nuclear deal did not make the world safer… it did not stop Iran from all of these horri… https://t.co/52T685YKT3,59
360,-0.6705,0.22,0.78,Fox,0.0,2018-03-28 07:48:00 AM,Wisconsin grain silo avalanche that killed father and son is commonplace on US farms (via @AndrewOReilly84)  https://t.co/r1eSTv8Mz8,60
361,-0.4215,0.118,0.882,Fox,0.0,2018-03-28 07:55:00 AM,"Florida woman fails to put car into park, car rolls into pool with husband and child inside, cops say (via @travfed… https://t.co/Hoi0ZvaK4O",61
362,-0.3182,0.133,0.867,Fox,0.0,2018-03-28 08:03:17 AM,San Antonio @Spurs head coach Gregg Popovich sounds off on Second Amendment after loss (@RyanGaydos) https://t.co/xA8S8UuKls,62
363,0.0,0.0,1.0,Fox,0.0,2018-03-28 08:17:10 AM,"OPINION: If the Second Amendment falls, our entire Bill of Rights falls https://t.co/vT4cRZ611P",63
364,0.4939,0.0,0.775,Fox,0.225,2018-03-28 08:28:53 AM,Ex-Disney Channel star Caroline Sunshine joins Trump's White House press team https://t.co/5MY4QUThYj,64
365,0.0,0.0,1.0,Fox,0.0,2018-03-28 08:49:15 AM,"Sportswear company debuts yoga pants with pockets for guns, knives https://t.co/Bd69rSrwxM",65
366,-0.34,0.211,0.789,Fox,0.0,2018-03-28 08:56:55 AM,Largest Christian university opens 'sophisticated' gun range for students https://t.co/2fTPPmS4or,66
367,-0.8834,0.506,0.338,Fox,0.156,2018-03-28 08:59:43 AM,Aunt of Cop Killed by Illegal Immigrant Applauds Death Sentence: 'He's a Monster' https://t.co/0GCTeUlv1G,67
368,-0.296,0.104,0.896,Fox,0.0,2018-03-28 09:08:22 AM,.@marcthiessen: “Kim Jong Un has no intention of denuclearizing at the negotiating table. It’s just not going to ha… https://t.co/jWnUgMKLcK,68
369,0.0,0.0,1.0,Fox,0.0,2018-03-28 09:19:38 AM,U.S. economy grows at 2.9% rate in Q4 https://t.co/LiuAtAUa8O,69
370,-0.3182,0.133,0.867,Fox,0.0,2018-03-28 09:33:53 AM,San Antonio Spurs head coach Gregg Popovich sounds off on Second Amendment after loss https://t.co/xA8S8UuKls https://t.co/CTNPwtPcSX,70
371,-0.5859,0.231,0.769,Fox,0.0,2018-03-28 09:35:49 AM,Corey Feldman says he was stabbed in attempted murder but police are telling a different story (via @Sashafb) https://t.co/0yJbvYufIr,71
372,0.5267,0.0,0.761,Fox,0.239,2018-03-28 09:50:00 AM,'Rogue waves' prompt dramatic rescue after fishing boat with 8 aboard sinks in Hawaii (via @travfed)  https://t.co/vAOKVC5EVP,72
373,0.6605,0.0,0.778,Fox,0.222,2018-03-28 09:50:02 AM,"Dave Harrington, Aliso Viejo mayor: “I kind of wish the attorney general of California took as much interest in the… https://t.co/rbf55Sh2Dc",73
374,-0.6486,0.35,0.65,Fox,0.0,2018-03-28 10:00:55 AM,K-Pop Singer Seo Minwoo found dead at 33 https://t.co/cccjWOq7xL,74
375,-0.1531,0.11,0.89,Fox,0.0,2018-03-28 10:06:15 AM,.@therealroseanne recalls confronting John Goodman about his drinking and working with George Clooney https://t.co/WOZfM4n9f7,75
376,0.0,0.0,1.0,Fox,0.0,2018-03-28 10:26:38 AM,Attorney for Stormy Daniels files motion seeking to depose Trump https://t.co/XjCXuRSwUt,76
377,-0.3612,0.128,0.872,Fox,0.0,2018-03-28 10:37:55 AM,"JUST IN: Another suspicious package found in a government mail facility in Washington, D.C. on Wednesday is believe… https://t.co/T1Nh1ixhaV",77
378,0.0,0.0,1.0,Fox,0.0,2018-03-28 10:41:03 AM,North Korea begins testing experimental reactor at nuclear site despite 'denuclearization' talk https://t.co/4LtzppPA0D,78
379,-0.5719,0.242,0.683,Fox,0.075,2018-03-28 10:44:38 AM,JUST IN: 'Violent deportee' ID'd after escaping ICE custody at JFK airport https://t.co/J23G3k9hqM,79
380,0.0,0.0,1.0,Fox,0.0,2018-03-28 10:57:21 AM,"Mueller: Rick Gates communicated with person connected to Russian intel service in 2016  - via @brookefoxnews 
https://t.co/802WjBIlWi",80
381,-0.4995,0.294,0.548,Fox,0.158,2018-03-28 10:57:26 AM,RT @FoxBusiness: US 4Q GDP growth revised up to 2.9% https://t.co/RPZLZqvjDO,81
382,0.0,0.0,1.0,Fox,0.0,2018-03-28 10:57:44 AM,RT @FoxBusiness: Ford says Trump tariffs a financial headwind and will be passed on to consumer https://t.co/lFLIZvyTWm,82
383,-0.4404,0.209,0.791,Fox,0.0,2018-03-28 10:58:48 AM,"Facebook data scandal prompts redesign of settings, privacy pages https://t.co/sJ2cWVYU0W (via @christocarbone)",83
384,-0.5574,0.205,0.795,Fox,0.0,2018-03-28 11:02:56 AM,"'We Must Follow the Law': CA County Publishes Release Times of Inmates, Illegal Immigrants https://t.co/OEqOUmd1zc",84
385,-0.5994,0.308,0.692,Fox,0.0,2018-03-28 11:10:54 AM,".@SouthwestAir ignored boy's peanut allergy on flight, causing severe reaction, family claims https://t.co/849xkndjLT",85
386,-0.3182,0.142,0.769,Fox,0.089,2018-03-28 11:15:03 AM,".@KatiePavlich: “When you commit a crime as a U.S. citizen, you don’t get to decide when you get to evade law enfor… https://t.co/IaLWHqcZNo",86
387,0.0,0.0,1.0,Fox,0.0,2018-03-28 11:16:32 AM,'Roseanne's' pro-Trump reboot draws massive audience for politically-charged premiere https://t.co/U8bTJOXK7W,87
388,0.0772,0.0,0.909,Fox,0.091,2018-03-28 11:19:00 AM,We want Zuckerberg: UK lawmakers urge embattled Facebook CEO to appear before them https://t.co/zbaLR1L8qr,88
389,0.0,0.0,1.0,Fox,0.0,2018-03-28 11:25:24 AM,RT @FoxBusiness: 4 tips on protecting your online footprint https://t.co/49DQiUufxF,89
390,0.0772,0.0,0.925,Fox,0.075,2018-03-28 11:31:19 AM,.@TomiLahren: You’d be surprised...just how many conservatives and Americans live in California that want the laws… https://t.co/8Z1o9pxhnQ,90
391,0.2023,0.0,0.904,Fox,0.096,2018-03-28 11:39:13 AM,.@adrienneelrod on @POTUS: “I think it's important that there is dialogue here...He cannot conduct diplomacy via Tw… https://t.co/XtPWeTkqxD,91
392,0.0,0.0,1.0,Fox,0.0,2018-03-28 11:40:00 AM,'Deadly' scorpion sighting on English street turns out to be child's toy (via @travfed) https://t.co/CUS1soWaVV,92
393,-0.34,0.167,0.833,Fox,0.0,2018-03-28 11:53:32 AM,Where does Trump stand on gun control? A look at the president's views https://t.co/uLRWPrmMM6,93
394,0.0,0.0,1.0,Fox,0.0,2018-03-28 12:05:15 PM,"OPINION: Liz Peek: Census 2020 – Liberals, get over it, we must ask about citizenship! https://t.co/nxlRNKOkm7",94
395,-0.34,0.156,0.844,Fox,0.0,2018-03-28 12:13:33 PM,"Warning, graphic content: Utah trooper knocked into the air by out-of-control car https://t.co/2qaytnyQtr https://t.co/EPu1yo3TJH",95
396,-0.3818,0.178,0.822,Fox,0.0,2018-03-28 12:29:13 PM,'Your State Is a Sanctuary Disaster': Ingraham Battles CA Dem Over Census Backlash https://t.co/OHFDYobx1S,96
397,0.0,0.0,1.0,Fox,0.0,2018-03-28 12:35:20 PM,Awaiting @WhiteHouse briefing https://t.co/21PSZF6K58,97
398,0.1779,0.0,0.855,Fox,0.145,2018-03-28 12:45:30 PM,Amazon discovery: 'Uninhabited' areas were once home to a million people https://t.co/eJuHVIgsmm,98
399,0.0,0.0,1.0,Fox,0.0,2018-03-28 12:57:33 PM,Cherry Tree buds are silhouetted against the morning sky near the Washington Monument. https://t.co/7DSTvTAwI7,99
400,-0.2732,0.11,0.89,NYT,0.0,2018-03-27 03:30:04 PM,"“The Americans” has always been as much about marriage and partnership as about geopolitics, our critic writes https://t.co/UXPe1hO5R1",0
401,0.0772,0.0,0.933,NYT,0.067,2018-03-27 03:45:08 PM,"If President Trump actually meets Kim Jong-un, his challenge will be much larger than merely persuading North Korea… https://t.co/7JveTkU9oD",1
402,-0.0772,0.147,0.734,NYT,0.119,2018-03-27 04:00:23 PM,Here are 11 movies you won’t want to miss https://t.co/DeWdoxFniP,2
403,-0.886,0.309,0.691,NYT,0.0,2018-03-27 04:16:03 PM,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/zIGxzZlm4E",3
404,-0.8225,0.364,0.636,NYT,0.0,2018-03-27 04:32:51 PM,A fatal helicopter crash in New York’s East River may have been caused by a passenger’s harness accidentally trippi… https://t.co/ilkS6nx9rz,4
405,-0.6249,0.221,0.779,NYT,0.0,2018-03-27 04:47:02 PM,"RT @cliffordlevy: Some Republicans fear the midterms may come down to one thing: Trump’s conduct. (Including Stormy.)
""He blocks everything…",5
406,0.0772,0.0,0.939,NYT,0.061,2018-03-27 05:01:06 PM,The 2020 census is a snapshot of America that will affect the number of congressional seats and how state and feder… https://t.co/HcGCEs7ftP,6
407,-0.5994,0.224,0.776,NYT,0.0,2018-03-27 05:17:02 PM,"Apple is introducing a new iPad, trying to become a force again in classrooms, a battle fought against Google and M… https://t.co/AAPH4kWu1N",7
408,-0.7096,0.228,0.772,NYT,0.0,2018-03-27 05:32:02 PM,RT @jdelreal: About two dozen people are gathered here at the Sacramento County District Attorney’s Office to protest the death of Stephon…,8
409,0.0,0.0,1.0,NYT,0.0,2018-03-27 05:47:04 PM,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/v54i6wg4pj",9
410,0.7003,0.0,0.766,NYT,0.234,2018-03-27 06:02:03 PM,"It's pretty clear how birds, even dinosaurs, got their wings. But how insects got theirs has been a mystery -- unti… https://t.co/izgS59NtxG",10
411,-0.4019,0.144,0.856,NYT,0.0,2018-03-27 06:17:02 PM,"H&amp;M is a ""fast fashion"" giant. But it has a big problem: A $4.3 billion pile of unsold clothes. https://t.co/xkjuVRmCJT",11
412,0.0,0.0,1.0,NYT,0.0,2018-03-27 06:32:05 PM,"As you walk into a room at University of California, Irvine, the first thing you notice are the fruit and vegetable… https://t.co/c7KTBOf2dZ",12
413,0.0,0.0,1.0,NYT,0.0,2018-03-27 06:52:39 PM,Breaking News: North Korea's leader is said to have met secretly with China's president. It was Kim Jong-un’s first… https://t.co/Mw0YpWvfbC,13
414,0.2732,0.0,0.896,NYT,0.104,2018-03-27 07:03:00 PM,The surprise discussions added another layer of complexity to the rush of global diplomacy around North Korea’s nuc… https://t.co/fkwmip5h3Z,14
415,0.0,0.0,1.0,NYT,0.0,2018-03-27 07:08:05 PM,RT @jdelreal: Packed house today at the Sacramento City Council meeting to discuss the Stephon Clark shooting. The room is at capacity and…,15
416,-0.4404,0.132,0.868,NYT,0.0,2018-03-27 07:17:05 PM,At least 12 states signaled that they would sue to block the Trump administration from adding a question about citi… https://t.co/C4Pn782AFc,16
417,-0.4404,0.172,0.828,NYT,0.0,2018-03-27 07:32:04 PM,Some might find the idea of speed-solving @nytimes crossword puzzles intimidating. Not this group.… https://t.co/bfSPo3yCxa,17
418,-0.1511,0.2,0.667,NYT,0.133,2018-03-27 07:41:04 PM,RT @jdelreal: Stephon Clark’s brother is interrupting the city council meeting. “They don’t care about you!” he screamed. https://t.co/GrXi…,18
419,-0.4215,0.135,0.865,NYT,0.0,2018-03-27 07:51:06 PM,"Dr. John Cacioppo, who bridged biology and psychology in exploring the health effects of loneliness, dies at 66 https://t.co/Czq6evXOGX",19
420,0.0,0.0,1.0,NYT,0.0,2018-03-27 08:02:06 PM,"Evening Briefing: Here's what you need to know at the end of the day
https://t.co/viDImohrSe",20
421,0.4019,0.0,0.876,NYT,0.124,2018-03-27 08:10:50 PM,Breaking News: President Trump secured his first major trade deal: a pact with South Korea. It may have been driven… https://t.co/ie34rULVmY,21
422,0.0,0.0,1.0,NYT,0.0,2018-03-27 08:17:05 PM,"RT @jdelreal: Hundreds of people who were waiting outside have made their way into the city hall foyer, where they are chanting Stephon Cla…",22
423,-0.886,0.309,0.691,NYT,0.0,2018-03-27 08:32:09 PM,"He was wrongfully convicted of rape and murder and spent 23 years behind bars. This week, he returned to work as a… https://t.co/I6ujPJ625a",23
424,0.0,0.0,1.0,NYT,0.0,2018-03-27 08:41:04 PM,RT @nickconfessore: NEW w/@AllMattNYT &amp; @carolecadwalla: interviews &amp; documents reveal how an employee at Peter Thiel's Silicon Valley inte…,24
425,0.4404,0.0,0.734,NYT,0.266,2018-03-27 08:51:02 PM,Bill Cunningham left us one final gift: a memoir https://t.co/jNLxToxSrK,25
